% # iter+eval+sigma+axisratio+fbestever+fitness+fmedian+fworst+mindii+idxmaxSD+maxSD+idxminSD+minSD (randomSeed=894569948, Fri Mar 13 18:14:45 2015)
19	247	6.3137e-03	1.30e+00	1.037014099635164e+03	1.049989921619461e+03	1.546802251360938e+03	2.161124710629074e+03	9.1706e-01	20	1.0345e+00	15	9.4599e-01
20	260	6.4768e-03	1.30e+00	9.275909144885759e+02	9.275909144885759e+02	1.685994564768764e+03	1.974910794523013e+03	9.1314e-01	14	1.0324e+00	15	9.4841e-01
21	273	6.5042e-03	1.31e+00	9.275909144885759e+02	9.676336396665801e+02	1.693247935081604e+03	2.929762516563345e+03	9.0875e-01	20	1.0292e+00	15	9.5169e-01
22	286	6.4788e-03	1.31e+00	9.275909144885759e+02	1.044064316929685e+03	1.677718570253345e+03	1.939381894670951e+03	9.0453e-01	14	1.0325e+00	3	9.5097e-01
23	299	6.5963e-03	1.32e+00	9.275909144885759e+02	1.043341919591683e+03	1.369275038629748e+03	1.977793703410015e+03	9.0020e-01	14	1.0342e+00	15	9.4928e-01
24	312	6.5392e-03	1.34e+00	9.275909144885759e+02	1.037800968519854e+03	1.701419951106580e+03	1.987833546474859e+03	8.9544e-01	14	1.0341e+00	15	9.4598e-01
25	325	6.5633e-03	1.35e+00	9.275909144885759e+02	1.096222664596402e+03	1.586859374758603e+03	2.037355017539945e+03	8.9134e-01	14	1.0337e+00	15	9.4219e-01
26	338	6.9153e-03	1.37e+00	9.275909144885759e+02	1.029024410767653e+03	1.516729183681536e+03	1.855915761342564e+03	8.8727e-01	20	1.0334e+00	15	9.3888e-01
27	351	7.4373e-03	1.37e+00	9.275909144885759e+02	1.057609985902290e+03	1.703094353265647e+03	1.963369292568083e+03	8.8296e-01	14	1.0410e+00	15	9.3977e-01
28	364	7.5565e-03	1.39e+00	9.275909144885759e+02	1.057536155390570e+03	1.331149404691450e+03	1.950924660153101e+03	8.7971e-01	14	1.0439e+00	15	9.3658e-01
29	377	7.7588e-03	1.41e+00	9.275909144885759e+02	1.078311191927124e+03	1.847533456577344e+03	1.994944879445301e+03	8.7532e-01	20	1.0510e+00	15	9.3369e-01
30	390	7.8599e-03	1.44e+00	9.275909144885759e+02	1.049915585795488e+03	1.814483446350923e+03	2.255549658224008e+03	8.7188e-01	20	1.0527e+00	15	9.2964e-01
31	403	7.7490e-03	1.46e+00	9.275909144885759e+02	1.011051124761220e+03	1.680101659766573e+03	1.835487836406263e+03	8.6786e-01	20	1.0546e+00	15	9.2595e-01
32	416	7.7064e-03	1.47e+00	9.275909144885759e+02	1.064747267383631e+03	1.771735429591695e+03	2.001050734885672e+03	8.6353e-01	20	1.0536e+00	15	9.2635e-01
33	429	7.6623e-03	1.49e+00	9.275909144885759e+02	9.997575426257340e+02	1.678403516732756e+03	2.153796783577214e+03	8.5913e-01	8	1.0562e+00	15	9.2612e-01
34	442	7.4517e-03	1.50e+00	9.275909144885759e+02	1.024329855826370e+03	1.808408372497697e+03	2.054340929670336e+03	8.5500e-01	8	1.0539e+00	15	9.2562e-01
35	455	7.4471e-03	1.51e+00	9.275909144885759e+02	1.006759381114533e+03	1.556385851745357e+03	2.098290325236773e+03	8.5118e-01	8	1.0508e+00	15	9.2246e-01
36	468	7.1276e-03	1.51e+00	9.275909144885759e+02	1.038208727696100e+03	1.690798912020080e+03	1.910763242233877e+03	8.4674e-01	8	1.0517e+00	15	9.2016e-01
37	481	7.1139e-03	1.51e+00	9.275909144885759e+02	1.041516816909015e+03	1.811820931490800e+03	2.676225001526105e+04	8.4227e-01	20	1.0609e+00	15	9.1760e-01
38	494	7.0084e-03	1.52e+00	9.275909144885759e+02	1.070970335038450e+03	1.635593310578344e+03	2.110363822113071e+03	8.3823e-01	20	1.0592e+00	15	9.1460e-01
39	507	7.0732e-03	1.53e+00	9.275909144885759e+02	1.050773592217024e+03	1.682870853736161e+03	1.991923366080555e+03	8.3409e-01	20	1.0573e+00	15	9.1190e-01
40	520	7.0448e-03	1.54e+00	9.275909144885759e+02	1.011466436834462e+03	1.110017693907620e+03	1.870411789037690e+03	8.2983e-01	20	1.0533e+00	15	9.1071e-01
41	533	7.0197e-03	1.54e+00	9.275909144885759e+02	1.001722941704263e+03	1.416285040433394e+03	3.502225516299144e+03	8.2536e-01	20	1.0502e+00	15	9.0665e-01
42	546	6.9073e-03	1.55e+00	9.275909144885759e+02	1.024859115878030e+03	1.707306792969101e+03	1.332842948986157e+04	8.2133e-01	20	1.0473e+00	15	9.0479e-01
43	559	7.0147e-03	1.56e+00	9.275909144885759e+02	1.020215332587615e+03	1.599332060029009e+03	2.130661545524968e+03	8.1766e-01	20	1.0461e+00	15	9.0358e-01
44	572	6.9980e-03	1.57e+00	9.275909144885759e+02	9.561141172617436e+02	1.760142339501842e+03	2.019388593937247e+03	8.1346e-01	20	1.0435e+00	15	8.9990e-01
45	585	6.9221e-03	1.57e+00	9.275909144885759e+02	1.089278009188362e+03	1.774887128123309e+03	1.947351028730019e+03	8.0948e-01	20	1.0423e+00	15	8.9589e-01
46	598	6.8601e-03	1.58e+00	9.275909144885759e+02	1.012469727631488e+03	1.709844049421893e+03	1.972103150269064e+03	8.0553e-01	20	1.0394e+00	15	8.9240e-01
47	611	6.9046e-03	1.59e+00	9.275909144885759e+02	1.007026395454507e+03	1.729359784121855e+03	1.982476678546547e+03	8.0127e-01	20	1.0374e+00	15	8.8985e-01
48	624	7.2489e-03	1.59e+00	9.275909144885759e+02	1.006414506371572e+03	1.783596214569340e+03	2.037211111657763e+03	7.9731e-01	20	1.0405e+00	15	8.8758e-01
49	637	7.2666e-03	1.61e+00	9.275909144885759e+02	1.011816936537827e+03	1.750243848345393e+03	1.948285437442791e+03	7.9369e-01	20	1.0394e+00	15	8.8438e-01
50	650	7.1351e-03	1.62e+00	9.275909144885759e+02	1.031961000360634e+03	1.707709018977294e+03	1.970058652187101e+03	7.9016e-01	20	1.0395e+00	15	8.8170e-01
51	663	6.8584e-03	1.64e+00	9.275909144885759e+02	9.303802187519273e+02	1.082695900398353e+03	1.935046525175975e+03	7.8637e-01	20	1.0424e+00	15	8.8218e-01
52	676	6.6375e-03	1.65e+00	9.275909144885759e+02	1.013300249033815e+03	1.705588392875219e+03	3.092541386878143e+03	7.8284e-01	20	1.0373e+00	15	8.8051e-01
53	689	6.5368e-03	1.66e+00	9.275909144885759e+02	9.851500718177332e+02	1.660733285273353e+03	1.942531013349571e+03	7.7883e-01	14	1.0340e+00	15	8.7903e-01
54	702	6.5055e-03	1.66e+00	9.275909144885759e+02	9.737918946737117e+02	1.763665094932305e+03	2.289105074604165e+03	7.7526e-01	20	1.0294e+00	15	8.8197e-01
55	715	6.5259e-03	1.67e+00	9.275909144885759e+02	9.326839750719422e+02	9.991463196874241e+02	1.964583282969151e+03	7.7191e-01	14	1.0344e+00	15	8.7884e-01
56	728	6.4167e-03	1.67e+00	9.029461840117484e+02	9.029461840117484e+02	1.747183834213751e+03	6.593125317293144e+03	7.6855e-01	11	1.0399e+00	15	8.7700e-01
57	741	6.2608e-03	1.68e+00	9.029461840117484e+02	1.009590888360128e+03	1.768842453208757e+03	2.143318071286367e+03	7.6497e-01	11	1.0433e+00	15	8.7551e-01
58	754	6.0662e-03	1.69e+00	9.029461840117484e+02	9.198764332081495e+02	1.586311945269488e+03	2.838478374188493e+03	7.6136e-01	11	1.0410e+00	15	8.7499e-01
59	767	6.0623e-03	1.70e+00	9.029461840117484e+02	9.186049639695497e+02	1.663603542855518e+03	3.698806027595399e+03	7.5764e-01	11	1.0384e+00	18	8.7440e-01
60	780	6.1289e-03	1.72e+00	9.029461840117484e+02	9.489972736587790e+02	1.351039942442966e+03	2.344780520352950e+03	7.5391e-01	11	1.0380e+00	18	8.7294e-01
61	793	6.0854e-03	1.74e+00	9.029461840117484e+02	9.282293057137556e+02	1.730320968111542e+03	1.868164536463985e+03	7.4994e-01	11	1.0379e+00	15	8.7284e-01
62	806	5.8877e-03	1.75e+00	9.029461840117484e+02	9.784159360923362e+02	1.721180118453490e+03	2.002932700108010e+04	7.4644e-01	11	1.0372e+00	15	8.6961e-01
63	819	5.7025e-03	1.77e+00	9.029461840117484e+02	9.562882393549285e+02	1.573007876647307e+03	1.983797681790657e+03	7.4292e-01	8	1.0450e+00	15	8.6622e-01
64	832	5.3669e-03	1.78e+00	9.029461840117484e+02	9.474661628932648e+02	1.720859765849334e+03	1.937167570901778e+03	7.3916e-01	8	1.0519e+00	15	8.6338e-01
65	845	5.1774e-03	1.78e+00	8.821879234848127e+02	8.821879234848127e+02	1.589505015372310e+03	3.159448547580788e+03	7.3536e-01	8	1.0596e+00	18	8.6172e-01
66	858	5.1954e-03	1.79e+00	8.821879234848127e+02	9.266703968711587e+02	1.356718740975962e+03	2.063688663527750e+03	7.3168e-01	8	1.0818e+00	18	8.6040e-01
67	871	5.1090e-03	1.81e+00	8.821879234848127e+02	9.476267861140926e+02	1.734882578196071e+03	1.942041761418747e+03	7.2789e-01	8	1.0851e+00	18	8.5658e-01
68	884	4.9674e-03	1.82e+00	8.533020456625973e+02	8.533020456625973e+02	1.549093593799733e+03	1.972281473159927e+03	7.2464e-01	8	1.0896e+00	18	8.5463e-01
69	897	4.8813e-03	1.83e+00	8.533020456625973e+02	9.471274461533975e+02	1.617490471269259e+03	1.852308232141412e+03	7.2112e-01	8	1.0926e+00	18	8.5304e-01
70	910	4.8786e-03	1.83e+00	8.533020456625973e+02	9.002242540549980e+02	9.414320467010307e+02	2.407793953024259e+03	7.1913e-01	8	1.0953e+00	18	8.5628e-01
71	923	4.8065e-03	1.84e+00	8.533020456625973e+02	9.173122296264341e+02	1.674604847835988e+03	2.144877988248293e+03	7.1576e-01	8	1.0951e+00	18	8.5308e-01
72	936	4.6965e-03	1.85e+00	8.533020456625973e+02	9.247239289672686e+02	1.360550762076957e+03	1.761987911881488e+03	7.1240e-01	8	1.1010e+00	18	8.5172e-01
73	949	4.5367e-03	1.85e+00	8.533020456625973e+02	9.265144563086885e+02	1.574405062415138e+03	1.896168741969352e+03	7.0867e-01	8	1.0963e+00	18	8.4810e-01
74	962	4.4888e-03	1.86e+00	8.533020456625973e+02	9.306543647814242e+02	1.394868600875439e+03	4.369377958796129e+03	7.0537e-01	8	1.1065e+00	18	8.4513e-01
75	975	4.3121e-03	1.87e+00	8.533020456625973e+02	9.025523560795549e+02	1.295862091454303e+03	1.821491823454597e+04	7.0186e-01	8	1.1035e+00	18	8.4298e-01
76	988	4.0733e-03	1.88e+00	8.533020456625973e+02	9.298314481780396e+02	1.532883508052918e+03	2.978517721945869e+03	6.9822e-01	8	1.0999e+00	18	8.4070e-01
77	1001	3.9091e-03	1.88e+00	8.533020456625973e+02	8.878136972394348e+02	1.262184678390728e+03	1.785017615723622e+03	6.9478e-01	8	1.0968e+00	18	8.3971e-01
78	1014	3.7852e-03	1.89e+00	8.533020456625973e+02	8.844853732118561e+02	1.315960268216117e+03	1.936488907912986e+03	6.9128e-01	8	1.1001e+00	18	8.3812e-01
79	1027	3.7469e-03	1.90e+00	8.533020456625973e+02	8.676861039273966e+02	1.371586601375241e+03	1.703045330707022e+03	6.8798e-01	8	1.0983e+00	18	8.3551e-01
80	1040	3.6362e-03	1.91e+00	8.533020456625973e+02	9.060963313185713e+02	1.515938339496856e+03	2.141325177515193e+03	6.8440e-01	8	1.0972e+00	18	8.3528e-01
81	1053	3.5279e-03	1.91e+00	8.533020456625973e+02	9.449945452989868e+02	1.523960581680188e+03	2.450024400369013e+03	6.8122e-01	8	1.0955e+00	15	8.3903e-01
82	1066	3.4407e-03	1.92e+00	8.478938770329192e+02	8.478938770329192e+02	9.571387942878273e+02	5.428167091221605e+03	6.7804e-01	8	1.0916e+00	15	8.3639e-01
83	1079	3.4674e-03	1.92e+00	8.478938770329192e+02	8.578859468668577e+02	1.241024848240567e+03	2.201932685135951e+03	6.7503e-01	8	1.0889e+00	15	8.3408e-01
84	1092	3.5201e-03	1.92e+00	8.478938770329192e+02	9.157127817170998e+02	1.503327487099975e+03	1.740905694958043e+03	6.7168e-01	8	1.0891e+00	15	8.3269e-01
85	1105	3.6115e-03	1.92e+00	8.478938770329192e+02	9.019186508610370e+02	1.533932275944520e+03	1.865929898637040e+03	6.6995e-01	8	1.0858e+00	15	8.3142e-01
86	1118	3.5764e-03	1.92e+00	8.478938770329192e+02	8.698157994279674e+02	9.711665172488849e+02	1.974512850313257e+03	6.6697e-01	8	1.0911e+00	15	8.2974e-01
87	1131	3.4637e-03	1.93e+00	8.185058588037920e+02	8.185058588037920e+02	1.273259066179350e+03	3.912776413039372e+03	6.6435e-01	8	1.0873e+00	15	8.2940e-01
88	1144	3.4475e-03	1.94e+00	8.185058588037920e+02	9.054645492220843e+02	1.135615715269655e+03	3.888575343930677e+03	6.6113e-01	8	1.0954e+00	15	8.2661e-01
89	1157	3.4722e-03	1.95e+00	8.185058588037920e+02	8.500568768589069e+02	1.180412368702543e+03	1.752014987011998e+03	6.5902e-01	8	1.1082e+00	15	8.2460e-01
90	1170	3.5144e-03	1.98e+00	8.185058588037920e+02	8.727930253559592e+02	9.053134763031708e+02	1.664377179749570e+03	6.5636e-01	8	1.1102e+00	15	8.2111e-01
91	1183	3.6381e-03	2.00e+00	8.185058588037920e+02	8.594593227069363e+02	1.153712428887951e+03	1.689162102634206e+03	6.5339e-01	8	1.1124e+00	15	8.1944e-01
92	1196	3.6731e-03	2.03e+00	8.185058588037920e+02	8.616456105325199e+02	1.196825170758624e+03	1.767472739626066e+03	6.5021e-01	8	1.1168e+00	15	8.1911e-01
93	1209	3.6750e-03	2.05e+00	7.923133291408135e+02	7.923133291408135e+02	9.064030159540353e+02	1.633017059697572e+03	6.4719e-01	8	1.1275e+00	15	8.2097e-01
94	1222	3.6743e-03	2.08e+00	7.923133291408135e+02	7.973555586079333e+02	8.749575716514172e+02	1.764620749745206e+03	6.4380e-01	8	1.1297e+00	15	8.2135e-01
95	1235	3.7243e-03	2.11e+00	7.923133291408135e+02	8.645506391646333e+02	1.474905613360795e+03	1.756710345092297e+03	6.4047e-01	8	1.1358e+00	15	8.1896e-01
96	1248	3.6743e-03	2.16e+00	7.923133291408135e+02	8.052194512373804e+02	1.464479078512265e+03	1.757806639404291e+03	6.3799e-01	8	1.1339e+00	15	8.1772e-01
97	1261	3.5048e-03	2.18e+00	7.923133291408135e+02	8.179932996947745e+02	1.430159307263481e+03	2.137916864198893e+03	6.3598e-01	8	1.1329e+00	15	8.1809e-01
98	1274	3.5783e-03	2.20e+00	7.923133291408135e+02	7.991149282603596e+02	1.180987621240564e+03	1.777666723775755e+03	6.3341e-01	8	1.1297e+00	18	8.1637e-01
99	1287	3.7400e-03	2.22e+00	7.923133291408135e+02	8.040919968057470e+02	1.420803853347006e+03	2.137072604872933e+03	6.3054e-01	8	1.1350e+00	18	8.1468e-01
100	1300	3.8298e-03	2.31e+00	7.923133291408135e+02	8.104010697507407e+02	1.418610475209223e+03	1.743431961033668e+03	6.2744e-01	8	1.1348e+00	18	8.1299e-01
101	1313	3.8670e-03	2.36e+00	7.923133291408135e+02	8.479566249202832e+02	1.369162508163920e+03	1.862293455003976e+03	6.2448e-01	8	1.1324e+00	18	8.1467e-01
102	1326	3.9058e-03	2.39e+00	7.923133291408135e+02	8.151247128278532e+02	1.391425818402408e+03	2.905107110371345e+03	6.2174e-01	8	1.1303e+00	18	8.1147e-01
103	1339	4.1279e-03	2.42e+00	7.923133291408135e+02	8.059596881638852e+02	1.420352271781161e+03	2.719087429115054e+03	6.1865e-01	8	1.1265e+00	18	8.0829e-01
104	1352	4.2429e-03	2.44e+00	7.923133291408135e+02	8.010442279857961e+02	1.335717463581597e+03	1.861192970265538e+03	6.1633e-01	8	1.1241e+00	18	8.0451e-01
105	1365	4.3715e-03	2.47e+00	7.713270721662052e+02	7.713270721662052e+02	1.491311601435435e+03	1.753223771068687e+03	6.1334e-01	8	1.1225e+00	18	8.0342e-01
